POKEMON,DEX,TYPE 1,TYPE 2,TIER,RARITY,SRL,TAG,ITEM,ABILITY,EV SPREAD,NATURE,IV SPREAD,MOVE 1,MOVE 2,MOVE 3,MOVE 4,GENERATED (D),GENERATED (N),GENERATED (R),PICKED (D),PICKED (N),BANNED
Blissey,242,Normal,,UU,RARE,11,,Leftovers,Natural Cure,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Wish,Protect,Seismic Toss,Toxic,0,0,0,0,0,0
Blissey,242,Normal,,UU,RARE,11,UBER,Shed Shell,Natural Cure,128 HP / 252 Def / 128 SpD,Bold,0 Atk,Toxic,Heal Bell,Soft-Boiled,Wish,0,0,0,0,0,0
Blissey,242,Normal,,UU,RARE,11,,Leftovers,Natural Cure,252 Def / 252 SpD / 4 Spe,Bold,0 Atk,Stealth Rock,Thunder Wave,Aromatherapy,Seismic Toss,0,0,0,0,0,0
Blissey,242,Normal,,UU,RARE,11,,Leftovers,Healer,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Stealth Rock,Healing Wish,Toxic,Soft-Boiled,0,0,0,0,0,0
Blissey,242,Normal,,UU,RARE,11,,Leftovers,Natural Cure,252 Def / 4 SpA / 252 SpD,Bold,0 Atk,Counter,Soft-Boiled,Flamethrower,Toxic,0,0,0,0,0,0
Raikou,243,Electric,,RU,RARE,4,,Leftovers,Pressure,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Thunderbolt,Toxic,Substitute,Hidden Power [Ice],0,0,0,0,0,0
Raikou,243,Electric,,RU,RARE,4,,Electrium Z,Pressure,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Thunder,Hidden Power [Ice],Calm Mind,Shadow Ball,0,0,0,0,0,0
Raikou,243,Electric,,RU,RARE,4,,Choice Specs,Pressure,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Thunderbolt,Volt Switch,Extrasensory,Hidden Power [Ice],0,0,0,0,0,0
Raikou,243,Electric,,RU,RARE,4,,Air Balloon,Pressure,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Thunderbolt,Shadow Ball,Hidden Power [Ice],Volt Switch,0,0,0,0,0,0
Raikou,243,Electric,,RU,RARE,4,,Choice Scarf,Pressure,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Volt Switch,Shadow Ball,Thunderbolt,Hidden Power [Ice],0,0,0,0,0,0
Raikou,243,Electric,,RU,RARE,4,,Assault Vest,Pressure,168 HP / 172 SpA / 168 Spe,Modest,0 Atk,Hidden Power [Ice],Extrasensory,Volt Switch,Thunderbolt,0,0,0,0,0,0
Entei,244,Fire,,UU,RARE,8,,Life Orb,Pressure,252 Atk / 4 SpD / 252 Spe,Adamant,,Stone Edge,Flame Charge,Sacred Fire,Stomping Tantrum,0,0,0,0,0,0
Entei,244,Fire,,UU,RARE,8,,Grassium Z,Pressure,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Calm Mind,Solar Beam,Fire Blast,Hidden Power [Ice],0,0,0,0,0,0
Entei,244,Fire,,UU,RARE,8,,Choice Band,Pressure,252 Atk / 4 SpD / 252 Spe,Adamant,,Sacred Fire,Stone Edge,Stomping Tantrum,Iron Head,0,0,0,0,0,0
Entei,244,Fire,,UU,RARE,8,,Leftovers,Pressure,252 HP / 4 Def / 252 Spe,Jolly,,Sacred Fire,Protect,Substitute,Toxic,0,0,0,0,0,0
Entei,244,Fire,,UU,RARE,8,,Assault Vest,Pressure,168 HP / 172 Atk / 168 SpD,Adamant,,Flame Charge,Stone Edge,Stomping Tantrum,Sacred Fire,0,0,0,0,0,0
Entei,244,Fire,,UU,RARE,8,,Choice Scarf,Pressure,252 Atk / 4 SpD / 252 Spe,Jolly,,Stone Edge,Stomping Tantrum,Sacred Fire,Iron Head,0,0,0,0,0,0
Suicune,245,Water,,UU,RARE,9,,Chesto Berry,Pressure,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Calm Mind,Scald,Ice Beam,Rest,0,0,0,0,0,0
Suicune,245,Water,,UU,RARE,9,,Waterium Z,Pressure,4 Def / 252 SpA / 252 Spe,Modest,0 Atk,Ice Beam,Rain Dance,Hydro Pump,Calm Mind,0,0,0,0,0,0
Suicune,245,Water,,UU,RARE,9,,Choice Specs,Pressure,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Hydro Pump,Ice Beam,Hidden Power [Electric],Shadow Ball,0,0,0,0,0,0
Suicune,245,Water,,UU,RARE,9,,Rocky Helmet,Pressure,252 HP / 252 Def / 4 Spe,Bold,0 Atk,Rest,Roar,Scald,Ice Beam,0,0,0,0,0,0
Suicune,245,Water,,UU,RARE,9,,Leftovers,Pressure,252 HP / 4 Def / 252 Spe,Timid,0 Atk,Scald,Protect,Toxic,Substitute,0,0,0,0,0,0
Suicune,245,Water,,UU,RARE,9,,Assault Vest,Pressure,252 HP / 252 SpA / 4 Spe,Modest,0 Atk,Icy Wind,Scald,Mirror Coat,Sheer Cold,0,0,0,0,0,0
Larvitar,246,Rock,Ground,LC,NONE,-1,,Eviolite,Guts,244 Atk / 36 Def / 36 SpD / 188 Spe,Jolly,,Dragon Dance,Earthquake,Rock Slide,Superpower,0,0,0,0,0,0
Pupitar,247,Rock,Ground,NFE,COMMON,5,,Eviolite,Shed Skin,252 HP / 4 Atk / 252 SpD,Careful,,Stealth Rock,Stone Edge,Toxic,Protect,0,0,0,0,0,0
Pupitar,247,Rock,Ground,NFE,COMMON,5,,Rockium Z,Shed Skin,252 Atk / 4 SpD / 252 Spe,Jolly,,Dragon Dance,Rock Polish,Stone Edge,Earthquake,0,0,0,0,0,0
Pupitar,247,Rock,Ground,NFE,COMMON,5,,Choice Band,Shed Skin,252 HP / 252 Atk / 4 SpD,Adamant,,Outrage,Earthquake,Stone Edge,Superpower,0,0,0,0,0,0
Tyranitar,248,Rock,Dark,OU,ULTRA-RARE,5,UBER,Tyranitarite,Sand Stream,252 Atk / 4 SpD / 252 Spe,Jolly,,Rest,Stone Edge,Pursuit,Stealth Rock,0,0,0,0,0,0
Tyranitar,248,Rock,Dark,OU,ULTRA-RARE,13,,Choice Scarf,Sand Stream,252 Atk / 4 SpD / 252 Spe,Jolly,,Rock Slide,Pursuit,Ice Punch,Fire Punch,0,0,0,0,0,0
Tyranitar,248,Rock,Dark,OU,ULTRA-RARE,13,SAND,Assault Vest,Sand Stream,252 HP / 4 Atk / 252 SpD,Careful,,Stone Edge,Crunch,Earthquake,Ice Punch,0,0,0,0,0,0
Tyranitar,248,Rock,Dark,OU,ULTRA-RARE,5,SAND,Tyranitarite,Sand Stream,252 Atk / 4 SpD / 252 Spe,Adamant,,Rock Polish,Ice Punch,Stone Edge,Fire Punch,0,0,0,0,0,0
Tyranitar,248,Rock,Dark,OU,ULTRA-RARE,5,,Tyranitarite,Sand Stream,252 Atk / 4 SpD / 252 Spe,Jolly,,Dragon Dance,Stone Edge,Ice Punch,Earthquake,0,0,0,0,0,0
Tyranitar,248,Rock,Dark,OU,ULTRA-RARE,13,SAND,Rockium Z,Sand Stream,252 Atk / 4 SpD / 252 Spe,Jolly,,Stone Edge,Dragon Dance,Crunch,Earthquake,0,0,0,0,0,0
Lugia,249,Psychic,Flying,Uber,ULTRA-RARE,-1,,Leftovers,Multiscale,168 HP / 172 Def / 168 Spe,Bold,0 Atk,Roost,Toxic,Whirlwind,Psychic,0,0,0,0,0,0
Lugia,249,Psychic,Flying,Uber,ULTRA-RARE,-1,,Leftovers,Multiscale,168 HP / 172 Def / 168 Spe,Bold,0 Atk,Ice Beam,Roost,Toxic,Dragon Tail,0,0,0,0,0,0
Ho-Oh,250,Fire,Flying,Uber,ULTRA-RARE,-1,,Leftovers,Regenerator,252 HP / 252 Def / 4 SpD,Impish,,Sacred Fire,Recover,Toxic,Defog,0,0,0,0,0,0
Ho-Oh,250,Fire,Flying,Uber,ULTRA-RARE,-1,,Choice Scarf,Regenerator,252 Atk / 4 SpD / 252 Spe,Jolly,,Brave Bird,Sacred Fire,Earthquake,Toxic,0,0,0,0,0,0
Ho-Oh,250,Fire,Flying,Uber,ULTRA-RARE,-1,,Life Orb,Regenerator,168 HP / 172 Atk / 168 Spe,Adamant,,Recover,Brave Bird,Sacred Fire,Substitute,0,0,0,0,0,0
Ho-Oh,250,Fire,Flying,Uber,ULTRA-RARE,-1,,Flyinium Z,Regenerator,168 HP / 172 Atk / 168 Spe,Adamant,,Toxic,Recover,Brave Bird,Sacred Fire,0,0,0,0,0,0
Ho-Oh,250,Fire,Flying,Uber,ULTRA-RARE,-1,,Choice Band,Regenerator,252 Atk / 4 Def / 252 Spe,Adamant,,Sacred Fire,Brave Bird,Sleep Talk,Earthquake,0,0,0,0,0,0
Celebi,251,Grass,Psychic,UU,RARE,7,,Leftovers,Natural Cure,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Nasty Plot,Giga Drain,Psychic,Hidden Power [Fire],0,0,0,0,0,0
Celebi,251,Grass,Psychic,UU,RARE,7,,Psychium Z,Natural Cure,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Stealth Rock,Leaf Storm,Psychic,Hidden Power [Fire],0,0,0,0,0,0
Celebi,251,Grass,Psychic,UU,RARE,7,,Leftovers,Natural Cure,168 HP / 172 Def / 168 SpD,Bold,,Stealth Rock,Recover,U-turn,Giga Drain,0,0,0,0,0,0
Celebi,251,Grass,Psychic,UU,RARE,7,,Choice Specs,Natural Cure,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Hidden Power [Fire],Earth Power,Leaf Storm,Trick,0,0,0,0,0,0
Celebi,251,Grass,Psychic,UU,RARE,7,,Grassium Z,Natural Cure,252 Atk / 4 SpD / 252 Spe,Jolly,,Swords Dance,Zen Headbutt,Seed Bomb,Sucker Punch,0,0,0,0,0,0
Celebi,251,Grass,Psychic,UU,RARE,7,,Leftovers,Natural Cure,252 HP / 4 SpA / 252 SpD,Calm,0 Atk,Toxic,Leech Seed,Recover,Protect,0,0,0,0,0,0
Treecko,252,Grass,,LC,NONE,-1,,Berry Juice,Unburden,116 HP / 156 Atk / 156 Def / 36 Spe,Adamant,,Swords Dance,Bullet Seed,Drain Punch,Acrobatics,0,0,0,0,0,0
Grovyle,253,Grass,,NFE,COMMON,7,,Focus Sash,Unburden,252 Atk / 4 SpD / 252 Spe,Adamant,,Acrobatics,Leaf Blade,Rock Slide,Swords Dance,0,0,0,0,0,0
Grovyle,253,Grass,,NFE,COMMON,7,,Eviolite,Overgrow,252 HP / 252 SpD / 4 Spe,Calm,0 Atk,Giga Drain,Toxic,Substitute,Leech Seed,0,0,0,0,0,0
Grovyle,253,Grass,,NFE,COMMON,7,,Focus Sash,Overgrow,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Counter,Giga Drain,Leaf Storm,Hidden Power [Ice],0,0,0,0,0,0
Sceptile,254,Grass,,NU,COMMON,4,,Choice Specs,Unburden,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Giga Drain,Focus Blast,Leaf Storm,Hidden Power [Ice],0,0,0,0,0,0
Sceptile,254,Grass,,UU,RARE,7,,Sceptilite,Overgrow,252 Atk / 4 Def / 252 Spe,Jolly,,Swords Dance,Outrage,Leaf Blade,Low Kick,0,0,0,0,0,0
Sceptile,254,Grass,,UU,RARE,7,,Sceptilite,Overgrow,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Leaf Storm,Dragon Pulse,Focus Blast,Hidden Power [Fire],0,0,0,0,0,0
Sceptile,254,Grass,,NU,COMMON,4,,Liechi Berry,Unburden,252 Atk / 4 Def / 252 Spe,Adamant,,Acrobatics,Leaf Blade,Swords Dance,Substitute,0,0,0,0,0,0
Sceptile,254,Grass,,NU,COMMON,4,,Leftovers,Overgrow,168 HP / 172 SpD / 168 Spe,Calm,0 Atk,Giga Drain,Leech Seed,Toxic,Substitute,0,0,0,0,0,0
Sceptile,254,Grass,,NU,COMMON,4,,Rockium Z,Overgrow,252 Atk / 4 SpD / 252 Spe,Jolly,,Rock Slide,Earthquake,Leaf Blade,Swords Dance,0,0,0,0,0,0
Torchic,255,Fire,,LC Uber,NONE,-1,BATON,Firium Z,Speed Boost,36 Atk / 196 SpA / 36 SpD / 236 Spe,Hasty,,Fire Blast,Protect,Hidden Power [Grass],Baton Pass,0,0,0,0,0,0
Combusken,256,Fire,Fighting,NFE,COMMON,8,,Fightinium Z,Speed Boost,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Fire Blast,Focus Blast,Hidden Power [Electric],Protect,0,0,0,0,0,0
Combusken,256,Fire,Fighting,NFE,COMMON,8,,Firium Z,Speed Boost,252 Atk / 4 SpD / 252 Spe,Jolly,,Swords Dance,Flare Blitz,Sky Uppercut,Protect,0,0,0,0,0,0
Combusken,256,Fire,Fighting,NFE,COMMON,8,,Eviolite,Speed Boost,252 Atk / 4 SpD / 252 Spe,Jolly,,Flare Blitz,Low Kick,Thunder Punch,Swords Dance,0,0,0,0,0,0
Blaziken,257,Fire,Fighting,Uber,ULTRA-RARE,1,,Life Orb,Speed Boost,168 Atk / 172 SpA / 168 Spe,Naive,,Overheat,Superpower,Hidden Power [Ice],Protect,0,0,0,0,0,0
Blaziken,257,Fire,Fighting,Uber,ULTRA-RARE,1,,Focus Sash,Speed Boost,252 Atk / 4 SpD / 252 Spe,Adamant,,Swords Dance,Blaze Kick,Protect,Reversal,0,0,0,0,0,0
Blaziken,257,Fire,Fighting,Uber,ULTRA-RARE,1,,Firium Z,Speed Boost,252 Atk / 4 SpD / 252 Spe,Adamant,,Flare Blitz,Superpower,Protect,Stone Edge,0,0,0,0,0,0
Blaziken,257,Fire,Fighting,Uber,ULTRA-RARE,8,,Blazikenite,Speed Boost,252 Atk / 4 SpD / 252 Spe,Jolly,,Swords Dance,Flare Blitz,High Jump Kick,Protect,0,0,0,0,0,0
Blaziken,257,Fire,Fighting,Uber,ULTRA-RARE,8,,Blazikenite,Speed Boost,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Hidden Power [Ice],Fire Blast,Focus Blast,Protect,0,0,0,0,0,0
Blaziken,257,Fire,Fighting,Uber,ULTRA-RARE,8,,Blazikenite,Speed Boost,252 Atk / 4 Def / 252 Spe,Adamant,,Flare Blitz,Low Kick,Knock Off,Swords Dance,0,0,0,0,0,0
Mudkip,258,Water,,LC,NONE,-1,,Eviolite,Torrent,196 Atk / 116 Def / 196 SpD,Impish,,Waterfall,Ice Beam,Superpower,Double-Edge,0,0,0,0,0,0
Marshtomp,259,Water,Ground,NFE,COMMON,2,,Eviolite,Torrent,252 HP / 252 Def / 4 SpD,Relaxed,,Stealth Rock,Scald,Earthquake,Toxic,0,0,0,0,0,0
Marshtomp,259,Water,Ground,NFE,COMMON,2,,Eviolite,Damp,168 HP / 168 Def / 172 SpD,Calm,0 Atk,Whirlpool,Toxic,Scald,Protect,0,0,0,0,0,0
Marshtomp,259,Water,Ground,NFE,COMMON,2,,Eviolite,Torrent,252 Atk / 4 Def / 252 Spe,Adamant,,Ice Punch,Stealth Rock,Earthquake,Waterfall,0,0,0,0,0,0
Swampert,260,Water,Ground,OU,ULTRA-RARE,2,RAIN,Swampertite,Torrent,252 HP / 252 Atk / 4 SpD,Adamant,,Ice Punch,Rain Dance,Earthquake,Waterfall,0,0,0,0,0,0
Swampert,260,Water,Ground,OU,ULTRA-RARE,2,RAIN,Swampertite,Damp,252 Atk / 4 SpD / 252 Spe,Adamant,,Waterfall,Earthquake,Ice Punch,Power-Up Punch,0,0,0,0,0,0
Swampert,260,Water,Ground,UU,RARE,9,,Leftovers,Torrent,252 HP / 4 Atk / 252 Def,Relaxed,,Stealth Rock,Earthquake,Scald,Roar,0,0,0,0,0,0
Swampert,260,Water,Ground,UU,RARE,9,,Choice Band,Torrent,252 Atk / 4 SpD / 252 Spe,Adamant,,Waterfall,Earthquake,Superpower,Ice Punch,0,0,0,0,0,0
Swampert,260,Water,Ground,UU,RARE,9,,Leftovers,Torrent,252 HP / 4 Atk / 252 SpD,Careful,,Waterfall,Curse,Rest,Sleep Talk,0,0,0,0,0,0
Swampert,260,Water,Ground,OU,ULTRA-RARE,2,RAIN,Swampertite,Damp,252 Atk / 4 Def / 252 Spe,Adamant,,Waterfall,Earthquake,Ice Punch,Stealth Rock,0,0,0,0,0,0
Poochyena,261,Dark,,LC,NONE,-1,,Toxic Orb,Quick Feet,236 Atk / 36 SpD / 236 Spe,Jolly,,Play Rough,Facade,Fire Fang,Crunch,0,0,0,0,0,0
Mightyena,262,Dark,,Untiered,COMMON,3,,Toxic Orb,Quick Feet,252 Atk / 4 Def / 252 Spe,Jolly,,Protect,Crunch,Play Rough,Facade,0,0,0,0,0,0
Mightyena,262,Dark,,Untiered,COMMON,3,,Choice Band,Intimidate,252 Atk / 4 SpD / 252 Spe,Jolly,,Iron Tail,Sucker Punch,Crunch,Play Rough,0,0,0,0,0,0
Mightyena,262,Dark,,Untiered,COMMON,3,,Life Orb,Moxie,252 Atk / 4 SpD / 252 Spe,Adamant,,Crunch,Sucker Punch,Play Rough,Howl,0,0,0,0,0,0
Zigzagoon,263,Normal,,LC,NONE,-1,,Berry Juice,Pickup,132 HP / 196 Atk / 108 Def / 28 SpD / 36 Spe,Adamant,,Belly Drum,Extreme Speed,Thief,Seed Bomb,0,0,0,0,0,0
Linoone,264,Normal,,RU,RARE,7,,Aguav Berry,Gluttony,252 Atk / 4 SpD / 252 Spe,Adamant,,Extreme Speed,Stomping Tantrum,Belly Drum,Seed Bomb,0,0,0,0,0,0
Linoone,264,Normal,,RU,RARE,7,,Choice Scarf,Gluttony,252 Atk / 4 SpD / 252 Spe,Adamant,,Switcheroo,Stomping Tantrum,Double-Edge,Pursuit,0,0,0,0,0,0
Linoone,264,Normal,,RU,RARE,7,,Leftovers,Gluttony,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Whirlpool,Toxic,Protect,Super Fang,0,0,0,0,0,0
Linoone,264,Normal,,RU,RARE,7,,Choice Band,Quick Feet,252 Atk / 4 SpD / 252 Spe,Jolly,,Extreme Speed,Stomping Tantrum,Switcheroo,Shadow Claw,0,0,0,0,0,0
Linoone,264,Normal,,RU,RARE,7,,Aguav Berry,Gluttony,252 Atk / 4 Def / 252 Spe,Jolly,,Belly Drum,Extreme Speed,Substitute,Stomping Tantrum,0,0,0,0,0,0
Linoone,264,Normal,,RU,RARE,7,,Normalium Z,Gluttony,252 Atk / 4 Def / 252 Spe,Adamant,,Stomping Tantrum,Extreme Speed,Shadow Claw,Belly Drum,0,0,0,0,0,0
Wurmple,265,Bug,,LC,NONE,-1,,Focus Sash,Shield Dust,236 Atk / 196 SpA / 36 Spe,Naughty,,Poison Sting,Tackle,Bug Bite,Electroweb,0,0,0,0,0,0
Silcoon,266,Bug,,NFE,COMMON,4,,Focus Sash,Shed Skin,252 Atk / 4 Def / 252 SpA,Brave,,Bug Bite,Electroweb,Poison Sting,Tackle,0,0,0,0,0,0
Beautifly,267,Bug,Flying,Untiered,COMMON,4,,Buginium Z,Swarm,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Quiver Dance,Energy Ball,Bug Buzz,Hidden Power [Ground],0,0,0,0,0,0
Beautifly,267,Bug,Flying,Untiered,COMMON,4,,Leftovers,Swarm,252 HP / 4 SpD / 252 Spe,Timid,0 Atk,Protect,Infestation,Roost,Toxic,0,0,0,0,0,0
Beautifly,267,Bug,Flying,Untiered,COMMON,4,,Leftovers,Swarm,252 HP / 4 Def / 252 Spe,Timid,0 Atk,Quiver Dance,Iron Defense,Bug Buzz,Roost,0,0,0,0,0,0
Cascoon,268,Bug,,NFE,COMMON,9,,Focus Sash,Shed Skin,252 Atk / 4 Def / 252 SpA,Brave,,Tackle,Bug Bite,Electroweb,Poison Sting,0,0,0,0,0,0
Dustox,269,Bug,Poison,PU,COMMON,9,,Black Sludge,Shield Dust,252 HP / 252 SpD / 4 Spe,Calm,0 Atk,Quiver Dance,Sludge Bomb,Roost,Bug Buzz,0,0,0,0,0,0
Dustox,269,Bug,Poison,PU,COMMON,9,,Black Sludge,Shield Dust,252 HP / 4 Def / 252 SpD,Calm,0 Atk,Infestation,Iron Defense,Roost,Toxic,0,0,0,0,0,0
Dustox,269,Bug,Poison,PU,COMMON,9,,Black Sludge,Shield Dust,252 HP / 4 SpA / 252 SpD,Calm,0 Atk,Quiver Dance,Bug Buzz,Iron Defense,Roost,0,0,0,0,0,0
Lotad,270,Water,Grass,LC,NONE,-1,RAIN,Life Orb,Swift Swim,116 Def / 196 SpA / 196 Spe,Modest,19 HP,Surf,Rain Dance,Giga Drain,Ice Beam,0,0,0,0,0,0
Lombre,271,Water,Grass,NFE,COMMON,9,RAIN,Damp Rock,Rain Dish,252 HP / 252 Def / 4 SpA,Bold,0 Atk,Leech Seed,Scald,Rain Dance,Ice Beam,0,0,0,0,0,0
Ludicolo,272,Water,Grass,PU,COMMON,9,RAIN,Damp Rock,Rain Dish,252 HP / 252 Def / 4 SpA,Bold,0 Atk,Rain Dance,Giga Drain,Leech Seed,Scald,0,0,0,0,0,0
Ludicolo,272,Water,Grass,PU,COMMON,9,RAIN,Life Orb,Swift Swim,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Rain Dance,Ice Beam,Hydro Pump,Giga Drain,0,0,0,0,0,0
Ludicolo,272,Water,Grass,PU,COMMON,9,RAIN,Choice Specs,Swift Swim,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Hydro Pump,Ice Beam,Focus Blast,Energy Ball,0,0,0,0,0,0
Ludicolo,272,Water,Grass,PU,COMMON,9,,Assault Vest,Rain Dish,252 HP / 4 Def / 252 SpA,Modest,,Giga Drain,Scald,Ice Beam,Knock Off,0,0,0,0,0,0
Ludicolo,272,Water,Grass,PU,COMMON,9,,Life Orb,Swift Swim,252 Atk / 4 SpD / 252 Spe,Jolly,,Ice Punch,Waterfall,Swords Dance,Seed Bomb,0,0,0,0,0,0
Ludicolo,272,Water,Grass,PU,COMMON,9,RAIN,Leftovers,Rain Dish,252 HP / 4 Def / 252 SpD,Calm,0 Atk,Leech Seed,Scald,Toxic,Protect,0,0,0,0,0,0
Seedot,273,Grass,,LC,NONE,-1,SUN,Life Orb,Chlorophyll,40 Atk / 36 Def / 200 SpA / 200 Spe,Naive,3 HP,Growth,Solar Beam,Explosion,Sunny Day,0,0,0,0,0,0
Nuzleaf,274,Grass,Dark,NFE,COMMON,0,SUN,Life Orb,Chlorophyll,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Dark Pulse,Nasty Plot,Solar Beam,Hidden Power [Fire],0,0,0,0,0,0
Shiftry,275,Grass,Dark,PU,COMMON,0,,Life Orb,Chlorophyll,252 Atk / 4 SpD / 252 Spe,Jolly,,Swords Dance,Knock Off,Leaf Blade,Sucker Punch,0,0,0,0,0,0
Shiftry,275,Grass,Dark,PU,COMMON,0,,Choice Band,Chlorophyll,252 Atk / 4 SpD / 252 Spe,Adamant,,Leaf Blade,Sucker Punch,Explosion,Rock Slide,0,0,0,0,0,0
Shiftry,275,Grass,Dark,PU,COMMON,0,,Darkinium Z,Chlorophyll,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Nasty Plot,Dark Pulse,Leaf Storm,Focus Blast,0,0,0,0,0,0
Taillow,276,Normal,Flying,LC,NONE,-1,,Life Orb,Scrappy,36 Def / 200 SpA / 36 SpD / 236 Spe,Naive,19 HP,Boomburst,Heat Wave,Hidden Power [Grass],Brave Bird,0,0,0,0,0,0
Swellow,277,Normal,Flying,RU,RARE,11,,Choice Specs,Scrappy,252 SpA / 4 SpD / 252 Spe,Timid,,Boomburst,Heat Wave,U-turn,Air Slash,0,0,0,0,0,0
Swellow,277,Normal,Flying,RU,RARE,11,,Flame Orb,Guts,252 Atk / 4 SpD / 252 Spe,Jolly,,Facade,Brave Bird,U-turn,Quick Attack,0,0,0,0,0,0
Swellow,277,Normal,Flying,RU,RARE,11,,Life Orb,Scrappy,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Boomburst,Heat Wave,Hurricane,Work Up,0,0,0,0,0,0
Wingull,278,Water,Flying,LC,NONE,-1,,Flyinium Z,Rain Dish,36 Def / 236 SpA / 236 Spe,Timid,,Hurricane,Scald,Protect,Knock Off,0,0,0,0,0,0
Pelipper,279,Water,Flying,OU,ULTRA-RARE,9,RAIN,Life Orb,Drizzle,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Agility,Hurricane,Hydro Pump,Ice Beam,0,0,0,0,0,0
Pelipper,279,Water,Flying,OU,ULTRA-RARE,9,RAIN,Leftovers,Drizzle,252 HP / 4 Def / 252 SpD,Calm,,Toxic,Roost,Scald,Sky Drop,0,0,0,0,0,0
Pelipper,279,Water,Flying,OU,ULTRA-RARE,9,RAIN,Damp Rock,Drizzle,252 HP / 252 Def / 4 SpD,Bold,,Defog,Hurricane,Scald,U-turn,0,0,0,0,0,0
Pelipper,279,Water,Flying,OU,ULTRA-RARE,9,RAIN,Damp Rock,Drizzle,252 HP / 252 Def / 4 SpD,Bold,,Scald,Hurricane,U-turn,Roost,0,0,0,0,0,0
Pelipper,279,Water,Flying,OU,ULTRA-RARE,9,RAIN,Choice Specs,Drizzle,252 SpA / 4 SpD / 252 Spe,Modest,,Hydro Pump,Hurricane,Ice Beam,U-turn,0,0,0,0,0,0
Pelipper,279,Water,Flying,OU,ULTRA-RARE,9,RAIN,Choice Specs,Drizzle,252 SpA / 4 SpD / 252 Spe,Modest,,Hydro Pump,Hurricane,Surf,U-turn,0,0,0,0,0,0
Ralts,280,Psychic,Fairy,LC,NONE,-1,,Choice Scarf,Trace,52 HP / 236 SpA / 196 Spe,Timid,0 Atk,Psychic,Dazzling Gleam,Thunderbolt,Memento,0,0,0,0,0,0
Kirlia,281,Psychic,Fairy,NFE,COMMON,1,,Life Orb,Trace,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Destiny Bond,Psychic,Dazzling Gleam,Thunderbolt,0,0,0,0,0,0
Gardevoir,282,Psychic,Fairy,RU,RARE,0,,Choice Specs,Trace,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Psychic,Focus Blast,Trick,Moonblast,0,0,0,0,0,0
Gardevoir,282,Psychic,Fairy,OU,ULTRA-RARE,4,,Gardevoirite,Trace,4 Def / 252 SpA / 252 Spe,Modest,0 Atk,Psychic,Hyper Voice,Taunt,Hidden Power [Fire],0,0,0,0,0,0
Gardevoir,282,Psychic,Fairy,RU,RARE,0,,Leftovers,Synchronize,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Calm Mind,Moonblast,Stored Power,Substitute,0,0,0,0,0,0
Gardevoir,282,Psychic,Fairy,OU,ULTRA-RARE,4,,Gardevoirite,Trace,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Will-O-Wisp,Hyper Voice,Psyshock,Focus Blast,0,0,0,0,0,0
Gardevoir,282,Psychic,Fairy,RU,RARE,0,,Choice Scarf,Trace,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Destiny Bond,Trick,Psychic,Moonblast,0,0,0,0,0,0
Gardevoir,282,Psychic,Fairy,OU,ULTRA-RARE,4,,Gardevoirite,Trace,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Substitute,Psychic,Hyper Voice,Disable,0,0,0,0,0,0
Surskit,283,Bug,Water,LC,NONE,-1,,Focus Sash,Swift Swim,36 HP / 20 Def / 196 SpA / 20 SpD / 236 Spe,Timid,0 Atk,Sticky Web,Hydro Pump,Giga Drain,Haze,0,0,0,0,0,0
Surskit,283,Bug,Water,LC,NONE,-1,,Focus Sash,Swift Swim,36 HP / 20 Def / 196 SpA / 20 SpD / 236 Spe,Timid,0 Atk,Sticky Web,Scald,Ice Beam,Thief,0,0,0,0,0,0
