POKEMON,DEX,TYPE 1,TYPE 2,TIER,RARITY,TAG,ITEM,ABILITY,EV SPREAD,NATURE,IV SPREAD,MOVE 1,MOVE 2,MOVE 3,MOVE 4,STATUS,GENERATED (D),GENERATED (N),GENERATED (R),PICKED (D),PICKED (N),BANNED
Piloswine,221,Ice,Ground,NU,COMMON,,Eviolite,Thick Fat,168 HP / 172 Atk / 168 SpD,Adamant,,Sleep Talk,Icicle Spear,Curse,Rest,PASS,0,0,0,0,0,0
Piloswine,221,Ice,Ground,NU,COMMON,,Choice Band,Thick Fat,252 HP / 252 Atk / 4 SpD,Adamant,,Earthquake,Ice Shard,Icicle Crash,Superpower,PASS,0,0,0,0,0,0
Piloswine,221,Ice,Ground,NU,COMMON,,Icium Z,Thick Fat,168 HP / 172 Atk / 168 SpD,Adamant,,Icicle Crash,Stealth Rock,Earthquake,Curse,PASS,0,0,0,0,0,0
Piloswine,221,Ice,Ground,NU,COMMON,,Eviolite,Thick Fat,168 HP / 172 Def / 168 SpD,Impish,,Earthquake,Sleep Talk,Toxic,Rest,PASS,0,0,0,0,0,0
Corsola,222,Water,Rock,Untiered,COMMON,,Leftovers,Regenerator,252 HP / 4 SpA / 252 SpD,Calm,0 Atk,Stealth Rock,Recover,Scald,Toxic,PASS,0,0,0,0,0,0
Corsola,222,Water,Rock,Untiered,COMMON,,Leftovers,Regenerator,168 HP / 172 Def / 168 SpA,Bold,0 Atk,Surf,Ice Beam,Calm Mind,Recover,PASS,0,0,0,0,0,0
Corsola,222,Water,Rock,Untiered,COMMON,,Choice Band,Hustle,252 HP / 252 Atk / 4 SpD,Adamant,,Sucker Punch,Earthquake,Rock Slide,Liquidation,PASS,0,0,0,0,0,0
Remoraid,223,Water,,LC,NONE,,Choice Scarf,Hustle,236 SpA / 236 Spe,Naive,,Water Spout,Hydro Pump,Fire Blast,Bullet Seed,PASS,0,0,0,0,0,0
Octillery,224,Water,,Untiered,COMMON,,Choice Specs,Moody,252 HP / 252 SpA / 4 SpD,Modest,0 Atk,Hydro Pump,Fire Blast,Energy Ball,Ice Beam,PASS,0,0,0,0,0,0
Octillery,224,Water,,Untiered,COMMON,,Life Orb,Moody,252 HP / 252 Atk / 4 SpD,Adamant,,Substitute,Gunk Shot,Seed Bomb,Waterfall,PASS,0,0,0,0,0,0
Octillery,224,Water,,Untiered,COMMON,TRICK,Life Orb,Moody,252 HP / 252 SpA / 4 SpD,Quiet,0 Atk / 0 Spe,Energy Ball,Ice Beam,Fire Blast,Surf,PASS,0,0,0,0,0,0
Octillery,224,Water,,Untiered,COMMON,,Leftovers,Moody,168 HP / 172 SpA / 168 Spe,Modest,0 Atk,Protect,Thunder Wave,Fire Blast,Scald,PASS,0,0,0,0,0,0
Octillery,224,Water,,Untiered,COMMON,,Leftovers,Moody,252 HP / 4 Def / 252 SpD,Calm,0 Atk,Whirlpool,Rest,Sleep Talk,Toxic,PASS,0,0,0,0,0,0
Octillery,224,Water,,Untiered,COMMON,,Waterium Z,Sniper,252 HP / 252 SpA / 4 SpD,Modest,0 Atk,Hydro Pump,Fire Blast,Energy Ball,Ice Beam,PASS,0,0,0,0,0,0
Delibird,225,Ice,Flying,Untiered,COMMON,,Focus Sash,Insomnia,252 Atk / 4 SpD / 252 Spe,Jolly,,Counter,Destiny Bond,Ice Shard,Rapid Spin,PASS,0,0,0,0,0,0
Delibird,225,Ice,Flying,Untiered,COMMON,,Focus Sash,Hustle,252 Atk / 4 SpD / 252 Spe,Jolly,,Spikes,Destiny Bond,Ice Punch,Rapid Spin,PASS,0,0,0,0,0,0
Delibird,225,Ice,Flying,Untiered,COMMON,,Light Clay,Vital Spirit,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Hail,Blizzard,Destiny Bond,Aurora Veil,PASS,0,0,0,0,0,0
Mantine,226,Water,Flying,RU,RARE,,Rocky Helmet,Water Absorb,252 HP / 252 Def / 4 Spe,Bold,0 Atk,Scald,Roost,Air Slash,Toxic,PASS,0,0,0,0,0,0
Mantine,226,Water,Flying,RU,RARE,,Waterium Z,Swift Swim,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Hydro Pump,Air Slash,Signal Beam,Rain Dance,PASS,0,0,0,0,0,0
Mantine,226,Water,Flying,RU,RARE,,Leftovers,Water Absorb,252 HP / 4 Def / 252 SpD,Calm,0 Atk,Whirlpool,Toxic,Roost,Protect,PASS,0,0,0,0,0,0
Mantine,226,Water,Flying,RU,RARE,,Leftovers,Water Absorb,252 HP / 252 SpA / 4 Spe,Modest,0 Atk,Surf,Ice Beam,Roost,Defog,PASS,0,0,0,0,0,0
Mantine,226,Water,Flying,RU,RARE,,Leftovers,Water Absorb,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Defog,Roost,Scald,Toxic,PASS,0,0,0,0,0,0
Mantine,226,Water,Flying,RU,RARE,,Choice Specs,Swift Swim,4 Def / 252 SpA / 252 Spe,Modest,0 Atk,Air Slash,Hydro Pump,Ice Beam,Signal Beam,PASS,0,0,0,0,0,0
Skarmory,227,Steel,Flying,OU,ULTRA-RARE,,Leftovers,Sturdy,252 HP / 4 SpD / 252 Spe,Jolly,,Iron Head,Defog,Taunt,Stealth Rock,PASS,0,0,0,0,0,0
Skarmory,227,Steel,Flying,OU,ULTRA-RARE,,Flyinium Z,Weak Armor,252 Atk / 4 SpD / 252 Spe,Adamant,,Iron Head,Rock Slide,Brave Bird,Swords Dance,PASS,0,0,0,0,0,0
Skarmory,227,Steel,Flying,OU,ULTRA-RARE,,Leftovers,Sturdy,252 HP / 252 Def / 4 SpD,Impish,,Roost,Whirlwind,Spikes,Brave Bird,PASS,0,0,0,0,0,0
Skarmory,227,Steel,Flying,OU,ULTRA-RARE,,Leftovers,Sturdy,252 HP / 4 Def / 252 SpD,Careful,,Iron Head,Stealth Rock,Roost,Whirlwind,PASS,0,0,0,0,0,0
Skarmory,227,Steel,Flying,OU,ULTRA-RARE,,Weakness Policy,Weak Armor,252 Atk / 4 Def / 252 Spe,Jolly,,Swords Dance,Iron Head,Rock Slide,Brave Bird,PASS,0,0,0,0,0,0
Skarmory,227,Steel,Flying,OU,ULTRA-RARE,,Leftovers,Sturdy,252 HP / 4 Def / 252 SpD,Careful,,Roost,Defog,Iron Head,Toxic,PASS,0,0,0,0,0,0
Houndour,228,Fire,Dark,LC,NONE,,Life Orb,Flash Fire,36 Atk / 36 Def / 196 SpA / 236 Spe,Naive,9 HP,Fire Blast,Dark Pulse,Sucker Punch,Flame Charge,PASS,0,0,0,0,0,0
Houndour,228,Fire,Dark,LC,NONE,,Choice Scarf,Flash Fire,36 Def / 196 SpA / 36 SpD / 236 Spe,Naive,,Destiny Bond,Fire Blast,Dark Pulse,Pursuit,PASS,0,0,0,0,0,0
Houndoom,229,Fire,Dark,NU,COMMON,,Focus Sash,Flash Fire,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Dark Pulse,Nasty Plot,Fire Blast,Destiny Bond,PASS,0,0,0,0,0,0
Houndoom,229,Fire,Dark,NU,COMMON,,Grassium Z,Flash Fire,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Fire Blast,Nasty Plot,Dark Pulse,Solar Beam,PASS,0,0,0,0,0,0
Houndoom,229,Fire,Dark,UU,RARE,SUN,Houndoominite,Flash Fire,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Sunny Day,Solar Beam,Dark Pulse,Fire Blast,PASS,0,0,0,0,0,0
Houndoom,229,Fire,Dark,UU,RARE,,Houndoominite,Flash Fire,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Destiny Bond,Nasty Plot,Fire Blast,Dark Pulse,PASS,0,0,0,0,0,0
Houndoom,229,Fire,Dark,NU,COMMON,,Choice Scarf,Flash Fire,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Dark Pulse,Hidden Power [Grass],Overheat,Destiny Bond,PASS,0,0,0,0,0,0
Houndoom,229,Fire,Dark,UU,RARE,,Houndoominite,Flash Fire,4 Atk / 252 SpA / 252 Spe,Hasty,,Nasty Plot,Fire Blast,Dark Pulse,Flame Charge,PASS,0,0,0,0,0,0
Kingdra,230,Water,Dragon,RU,RARE,,Scope Lens,Sniper,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Hydro Pump,Ice Beam,Draco Meteor,Focus Energy,PASS,0,0,0,0,0,0
Kingdra,230,Water,Dragon,RU,RARE,,Leftovers,Swift Swim,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Disable,Toxic,Protect,Scald,PASS,0,0,0,0,0,0
Kingdra,230,Water,Dragon,RU,RARE,,Dragonium Z,Swift Swim,252 Atk / 4 SpD / 252 Spe,Jolly,,Iron Head,Waterfall,Outrage,Dragon Dance,PASS,0,0,0,0,0,0
Kingdra,230,Water,Dragon,RU,RARE,,Red Card,Swift Swim,252 HP / 4 Def / 252 Spe,Adamant,,Dragon Dance,Waterfall,Outrage,Iron Head,PASS,0,0,0,0,0,0
Kingdra,230,Water,Dragon,RU,RARE,,Leftovers,Swift Swim,252 Atk / 4 SpD / 252 Spe,Adamant,,Dragon Dance,Substitute,Waterfall,Outrage,PASS,0,0,0,0,0,0
Kingdra,230,Water,Dragon,RU,RARE,,Choice Specs,Swift Swim,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Hydro Pump,Surf,Draco Meteor,Ice Beam,PASS,0,0,0,0,0,0
Phanpy,231,Ground,,LC,NONE,,Eviolite,Pickup,116 HP / 116 Atk / 116 Def / 116 SpD / 36 Spe,Careful,,Stealth Rock,Earthquake,Knock Off,Ice Shard,PASS,0,0,0,0,0,0
Donphan,232,Ground,,RU,RARE,,Assault Vest,Sturdy,252 HP / 252 Atk / 4 SpD,Adamant,,Ice Shard,Earthquake,Rapid Spin,Knock Off,PASS,0,0,0,0,0,0
Donphan,232,Ground,,RU,RARE,,Groundium Z,Sturdy,252 HP / 252 Atk / 4 SpD,Adamant,,Rapid Spin,Ice Shard,Knock Off,Earthquake,PASS,0,0,0,0,0,0
Donphan,232,Ground,,RU,RARE,,Choice Band,Sturdy,252 Atk / 4 SpD / 252 Spe,Adamant,,Ice Shard,Gunk Shot,Seed Bomb,Earthquake,PASS,0,0,0,0,0,0
Donphan,232,Ground,,RU,RARE,,Leftovers,Sturdy,252 HP / 4 Atk / 252 SpD,Careful,,Earthquake,Protect,Toxic,Knock Off,PASS,0,0,0,0,0,0
Donphan,232,Ground,,RU,RARE,,Weakness Policy,Sturdy,252 Atk / 4 SpD / 252 Spe,Jolly,,Rock Polish,Stone Edge,Ice Shard,Earthquake,PASS,0,0,0,0,0,0
Donphan,232,Ground,,RU,RARE,,Leftovers,Sturdy,252 HP / 252 Atk / 4 Def,Adamant,,Earthquake,Stealth Rock,Rapid Spin,Knock Off,PASS,0,0,0,0,0,0
Porygon2,233,Normal,,RU,RARE,,Choice Specs,Analytic,252 HP / 4 Def / 252 SpA,Modest,0 Atk,Tri Attack,Ice Beam,Thunderbolt,Trick,PASS,0,0,0,0,0,0
Porygon2,233,Normal,,RU,RARE,,Eviolite,Trace,168 HP / 168 Def / 172 SpD,Calm,0 Atk,Tri Attack,Thunder Wave,Ice Beam,Recover,PASS,0,0,0,0,0,0
Porygon2,233,Normal,,RU,RARE,TRICK,Eviolite,Download,252 HP / 4 Def / 252 SpA,Quiet,0 Atk / 0 Spe,Trick Room,Recover,Thunderbolt,Ice Beam,PASS,0,0,0,0,0,0
Porygon2,233,Normal,,RU,RARE,,Eviolite,Trace,252 HP / 252 Def / 4 SpA,Bold,0 Atk,Ice Beam,Recover,Foul Play,Toxic,PASS,0,0,0,0,0,0
Porygon2,233,Normal,,RU,RARE,,Life Orb,Download,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Agility,Tri Attack,Ice Beam,Thunderbolt,PASS,0,0,0,0,0,0
Porygon2,233,Normal,,RU,RARE,,Normalium Z,Trace,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Shadow Ball,Conversion,Recover,Thunderbolt,PASS,0,0,0,0,0,0
Stantler,234,Normal,,Untiered,COMMON,,Life Orb,Intimidate,252 Atk / 4 SpD / 252 Spe,Lonely,,Double-Edge,Sucker Punch,Jump Kick,Energy Ball,PASS,0,0,0,0,0,0
Stantler,234,Normal,,Untiered,COMMON,,Choice Band,Intimidate,252 Atk / 4 SpD / 252 Spe,Jolly,,Sucker Punch,Double-Edge,Earthquake,Zen Headbutt,PASS,0,0,0,0,0,0
Stantler,234,Normal,,Untiered,COMMON,,Leftovers,Sap Sipper,252 Atk / 4 Def / 252 Spe,Jolly,,Headbutt,Earthquake,Thunder Wave,Zen Headbutt,PASS,0,0,0,0,0,0
Smeargle,235,Normal,,PU,COMMON,,Focus Sash,Moody,252 HP / 4 Def / 252 Spe,Timid,0 Atk,Spore,Stealth Rock,Sticky Web,Taunt,PASS,0,0,0,0,0,0
Smeargle,235,Normal,,PU,COMMON,BATON,Focus Sash,Moody,252 HP / 4 Def / 252 Spe,Timid,0 Atk,Shell Smash,Spore,Stealth Rock,Baton Pass,PASS,0,0,0,0,0,0
Smeargle,235,Normal,,PU,COMMON,BATON,Focus Sash,Moody,252 HP / 4 SpD / 252 Spe,Timid,0 Atk,Spore,Belly Drum,Nasty Plot,Baton Pass,PASS,0,0,0,0,0,0
Smeargle,235,Normal,,PU,COMMON,BATON,Focus Sash,Moody,252 Atk / 4 SpD / 252 Spe,Jolly,0 HP,Endeavor,Extreme Speed,Spore,Baton Pass,PASS,0,0,0,0,0,0
Smeargle,235,Normal,,PU,COMMON,BATON,Focus Sash,Moody,252 HP / 4 SpD / 252 Spe,Timid,0 Atk,Quiver Dance,Spore,King's Shield,Baton Pass,PASS,0,0,0,0,0,0
Smeargle,235,Normal,,PU,COMMON,,Focus Sash,Moody,252 HP / 4 Def / 252 Spe,Timid,0 Atk,Sticky Web,Stealth Rock,Spore,Memento,PASS,0,0,0,0,0,0
Tyrogue,236,Fighting,,LC,NONE,,Toxic Orb,Guts,236 Atk / 236 Spe,Adamant,,High Jump Kick,Fake Out,Mach Punch,Bullet Punch,PASS,0,0,0,0,0,0
Hitmontop,237,Fighting,,NU,COMMON,,Leftovers,Intimidate,252 HP / 252 Atk / 4 SpD,Adamant,,Rapid Spin,Close Combat,Pursuit,Bullet Punch,PASS,0,0,0,0,0,0
Hitmontop,237,Fighting,,NU,COMMON,,Leftovers,Technician,252 HP / 252 Atk / 4 Def,Adamant,,Stone Edge,Mach Punch,Bullet Punch,Toxic,PASS,0,0,0,0,0,0
Hitmontop,237,Fighting,,NU,COMMON,,Chesto Berry,Intimidate,252 HP / 4 Atk / 252 SpD,Careful,,Bulk Up,High Jump Kick,Bullet Punch,Rest,PASS,0,0,0,0,0,0
Hitmontop,237,Fighting,,NU,COMMON,,Choice Band,Technician,252 Atk / 4 SpD / 252 Spe,Adamant,,Close Combat,Sucker Punch,Bullet Punch,Stone Edge,PASS,0,0,0,0,0,0
Hitmontop,237,Fighting,,NU,COMMON,,Assault Vest,Intimidate,252 HP / 252 Atk / 4 SpD,Adamant,,Bullet Punch,High Jump Kick,Stone Edge,Rapid Spin,PASS,0,0,0,0,0,0
Hitmontop,237,Fighting,,NU,COMMON,,Life Orb,Intimidate,252 Atk / 4 SpD / 252 Spe,Adamant,,Agility,High Jump Kick,Earthquake,Stone Edge,PASS,0,0,0,0,0,0
Smoochum,238,Ice,Psychic,LC,NONE,,Icium Z,Forewarn,240 SpA / 240 Spe,Timid,0 Atk,Blizzard,Psychic,Hidden Power [Fighting],Substitute,PASS,0,0,0,0,0,0
Elekid,239,Electric,,LC,NONE,,Life Orb,Vital Spirit,240 SpA / 240 Spe,Hasty,,Volt Switch,Thunderbolt,Psychic,Cross Chop,PASS,0,0,0,0,0,0
Magby,240,Fire,,LC,NONE,,Berry Juice,Vital Spirit,236 Atk / 252 Spe,Jolly,29 HP,Belly Drum,Fire Punch,Mach Punch,Return,PASS,0,0,0,0,0,0
Magby,240,Fire,,LC,NONE,,Life Orb,Vital Spirit,236 Atk / 252 Spe,Jolly,0 HP,Flare Blitz,Cross Chop,Mach Punch,Thunder Punch,PASS,0,0,0,0,0,0
Miltank,241,Normal,,NU,COMMON,,Rocky Helmet,Sap Sipper,252 HP / 252 Def / 4 SpD,Impish,,Milk Drink,Body Slam,Toxic,Stealth Rock,PASS,0,0,0,0,0,0
Miltank,241,Normal,,NU,COMMON,,Lum Berry,Scrappy,252 HP / 4 Atk / 252 SpD,Careful,,Curse,Milk Drink,Return,Earthquake,PASS,0,0,0,0,0,0
Miltank,241,Normal,,NU,COMMON,,Leftovers,Scrappy,252 Atk / 4 SpD / 252 Spe,Jolly,,Milk Drink,Power-Up Punch,Substitute,Body Slam,PASS,0,0,0,0,0,0
Miltank,241,Normal,,NU,COMMON,,Focus Sash,Scrappy,252 HP / 4 Def / 252 SpD,Calm,0 Atk,Whirlpool,Toxic,Milk Drink,Protect,PASS,0,0,0,0,0,0
Miltank,241,Normal,,NU,COMMON,,Choice Band,Scrappy,252 Atk / 4 SpD / 252 Spe,Jolly,,Double-Edge,Ice Punch,Zen Headbutt,Earthquake,PASS,0,0,0,0,0,0
Miltank,241,Normal,,NU,COMMON,,Leftovers,Sap Sipper,168 HP / 172 Atk / 168 Spe,Adamant,,Milk Drink,Heal Bell,Fire Punch,Body Slam,PASS,0,0,0,0,0,0
Blissey,242,Normal,,UU,RARE,,Life Orb,Natural Cure,252 Def / 252 SpA / 4 Spe,Bold,0 Atk,Thunderbolt,Ice Beam,Soft-Boiled,Calm Mind,PASS,0,0,0,0,0,0
Blissey,242,Normal,,UU,RARE,,Leftovers,Natural Cure,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Wish,Protect,Seismic Toss,Toxic,PASS,0,0,0,0,0,0
Blissey,242,Normal,,UU,RARE,,Light Clay,Healer,252 Def / 252 SpD / 4 Spe,Bold,0 Atk,Light Screen,Reflect,Soft-Boiled,Seismic Toss,PASS,0,0,0,0,0,0
Blissey,242,Normal,,UU,RARE,,Leftovers,Natural Cure,252 Def / 252 SpD / 4 Spe,Bold,0 Atk,Stealth Rock,Thunder Wave,Aromatherapy,Seismic Toss,PASS,0,0,0,0,0,0
Blissey,242,Normal,,UU,RARE,,Leftovers,Healer,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Stealth Rock,Healing Wish,Toxic,Soft-Boiled,PASS,0,0,0,0,0,0
Blissey,242,Normal,,UU,RARE,,Leftovers,Natural Cure,252 Def / 4 SpA / 252 SpD,Bold,0 Atk,Counter,Soft-Boiled,Flamethrower,Toxic,PASS,0,0,0,0,0,0
Raikou,243,Electric,,RU,RARE,,Leftovers,Pressure,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Thunderbolt,Toxic,Substitute,Hidden Power [Ice],PASS,0,0,0,0,0,0
Raikou,243,Electric,,RU,RARE,,Electrium Z,Pressure,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Thunder,Hidden Power [Ice],Calm Mind,Shadow Ball,PASS,0,0,0,0,0,0
Raikou,243,Electric,,RU,RARE,,Choice Specs,Pressure,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Thunderbolt,Volt Switch,Extrasensory,Hidden Power [Ice],PASS,0,0,0,0,0,0
Raikou,243,Electric,,RU,RARE,,Air Balloon,Pressure,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Thunderbolt,Shadow Ball,Hidden Power [Ice],Volt Switch,PASS,0,0,0,0,0,0
Raikou,243,Electric,,RU,RARE,,Choice Scarf,Pressure,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Volt Switch,Shadow Ball,Thunderbolt,Hidden Power [Ice],PASS,0,0,0,0,0,0
Raikou,243,Electric,,RU,RARE,,Assault Vest,Pressure,168 HP / 172 SpA / 168 Spe,Modest,0 Atk,Hidden Power [Ice],Extrasensory,Volt Switch,Thunderbolt,PASS,0,0,0,0,0,0
Entei,244,Fire,,UU,RARE,,Life Orb,Pressure,252 Atk / 4 SpD / 252 Spe,Adamant,,Stone Edge,Flame Charge,Sacred Fire,Stomping Tantrum,PASS,0,0,0,0,0,0
Entei,244,Fire,,UU,RARE,,Grassium Z,Pressure,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Calm Mind,Solar Beam,Fire Blast,Hidden Power [Ice],PASS,0,0,0,0,0,0
Entei,244,Fire,,UU,RARE,,Choice Band,Pressure,252 Atk / 4 SpD / 252 Spe,Adamant,,Sacred Fire,Stone Edge,Stomping Tantrum,Iron Head,PASS,0,0,0,0,0,0
Entei,244,Fire,,UU,RARE,,Leftovers,Pressure,252 HP / 4 Def / 252 Spe,Jolly,,Sacred Fire,Protect,Substitute,Toxic,PASS,0,0,0,0,0,0
Entei,244,Fire,,UU,RARE,,Assault Vest,Pressure,168 HP / 172 Atk / 168 SpD,Adamant,,Flame Charge,Stone Edge,Stomping Tantrum,Sacred Fire,PASS,0,0,0,0,0,0
Entei,244,Fire,,UU,RARE,,Choice Scarf,Pressure,252 Atk / 4 SpD / 252 Spe,Jolly,,Stone Edge,Stomping Tantrum,Sacred Fire,Iron Head,PASS,0,0,0,0,0,0
Suicune,245,Water,,UU,RARE,,Chesto Berry,Pressure,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Calm Mind,Scald,Ice Beam,Rest,PASS,0,0,0,0,0,0
Suicune,245,Water,,UU,RARE,,Waterium Z,Pressure,4 Def / 252 SpA / 252 Spe,Modest,0 Atk,Ice Beam,Rain Dance,Hydro Pump,Calm Mind,PASS,0,0,0,0,0,0
Suicune,245,Water,,UU,RARE,,Choice Specs,Pressure,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Hydro Pump,Ice Beam,Hidden Power [Electric],Shadow Ball,PASS,0,0,0,0,0,0
Suicune,245,Water,,UU,RARE,,Rocky Helmet,Pressure,252 HP / 252 Def / 4 Spe,Bold,0 Atk,Rest,Roar,Scald,Ice Beam,PASS,0,0,0,0,0,0
Suicune,245,Water,,UU,RARE,,Leftovers,Pressure,252 HP / 4 Def / 252 Spe,Timid,0 Atk,Scald,Protect,Toxic,Substitute,PASS,0,0,0,0,0,0
Suicune,245,Water,,UU,RARE,,Assault Vest,Pressure,252 HP / 252 SpA / 4 Spe,Modest,0 Atk,Icy Wind,Scald,Mirror Coat,Sheer Cold,PASS,0,0,0,0,0,0
Larvitar,246,Rock,Ground,LC,NONE,,Eviolite,Guts,244 Atk / 36 Def / 36 SpD / 188 Spe,Jolly,,Dragon Dance,Earthquake,Rock Slide,Superpower,PASS,0,0,0,0,0,0
Pupitar,247,Rock,Ground,NFE,NONE,,Eviolite,Shed Skin,252 HP / 4 Atk / 252 SpD,Careful,,Stealth Rock,Stone Edge,Toxic,Protect,PASS,0,0,0,0,0,0
Pupitar,247,Rock,Ground,NFE,NONE,,Rockium Z,Shed Skin,252 Atk / 4 SpD / 252 Spe,Jolly,,Dragon Dance,Rock Polish,Stone Edge,Earthquake,PASS,0,0,0,0,0,0
Pupitar,247,Rock,Ground,NFE,NONE,,Choice Band,Shed Skin,252 HP / 252 Atk / 4 SpD,Adamant,,Outrage,Earthquake,Stone Edge,Superpower,PASS,0,0,0,0,0,0
Tyranitar,248,Rock,Dark,OU,ULTRA-RARE,,Tyranitarite,Sand Stream,252 HP / 4 Atk / 252 Spe,Jolly,,Rock Slide,Crunch,Thunder Wave,Dragon Dance,PASS,0,0,0,0,0,0
Tyranitar,248,Rock,Dark,OU,ULTRA-RARE,,Choice Scarf,Sand Stream,252 Atk / 4 SpD / 252 Spe,Jolly,,Rock Slide,Pursuit,Ice Punch,Fire Punch,PASS,0,0,0,0,0,0
Tyranitar,248,Rock,Dark,OU,ULTRA-RARE,SAND,Assault Vest,Sand Stream,252 HP / 4 Atk / 252 SpD,Careful,,Stone Edge,Crunch,Earthquake,Ice Punch,PASS,0,0,0,0,0,0
Tyranitar,248,Rock,Dark,OU,ULTRA-RARE,SAND,Tyranitarite,Sand Stream,252 Atk / 4 SpD / 252 Spe,Adamant,,Rock Polish,Ice Punch,Stone Edge,Fire Punch,PASS,0,0,0,0,0,0
Tyranitar,248,Rock,Dark,OU,ULTRA-RARE,,Tyranitarite,Sand Stream,252 Atk / 4 SpD / 252 Spe,Jolly,,Dragon Dance,Stone Edge,Ice Punch,Earthquake,PASS,0,0,0,0,0,0
Tyranitar,248,Rock,Dark,OU,ULTRA-RARE,SAND,Rockium Z,Sand Stream,252 Atk / 4 SpD / 252 Spe,Jolly,,Stone Edge,Dragon Dance,Crunch,Earthquake,PASS,0,0,0,0,0,0
Lugia,249,Psychic,Flying,Uber,ULTRA-RARE,,Leftovers,Multiscale,168 HP / 172 Def / 168 Spe,Bold,0 Atk,Roost,Toxic,Whirlwind,Psychic,PASS,0,0,0,0,0,0
Lugia,249,Psychic,Flying,Uber,ULTRA-RARE,,Leftovers,Multiscale,168 HP / 172 Def / 168 Spe,Bold,0 Atk,Ice Beam,Roost,Toxic,Dragon Tail,PASS,0,0,0,0,0,0
Ho-Oh,250,Fire,Flying,Uber,ULTRA-RARE,,Leftovers,Regenerator,252 HP / 252 Def / 4 SpD,Impish,,Sacred Fire,Recover,Toxic,Defog,PASS,0,0,0,0,0,0
Ho-Oh,250,Fire,Flying,Uber,ULTRA-RARE,,Choice Scarf,Regenerator,252 Atk / 4 SpD / 252 Spe,Jolly,,Brave Bird,Sacred Fire,Earthquake,Toxic,PASS,0,0,0,0,0,0
Ho-Oh,250,Fire,Flying,Uber,ULTRA-RARE,,Life Orb,Regenerator,168 HP / 172 Atk / 168 Spe,Adamant,,Recover,Brave Bird,Sacred Fire,Substitute,PASS,0,0,0,0,0,0
Ho-Oh,250,Fire,Flying,Uber,ULTRA-RARE,,Flyinium Z,Regenerator,168 HP / 172 Atk / 168 Spe,Adamant,,Toxic,Recover,Brave Bird,Sacred Fire,PASS,0,0,0,0,0,0
Ho-Oh,250,Fire,Flying,Uber,ULTRA-RARE,,Choice Band,Regenerator,252 Atk / 4 Def / 252 Spe,Adamant,,Sacred Fire,Brave Bird,Sleep Talk,Earthquake,PASS,0,0,0,0,0,0
Celebi,251,Grass,Psychic,UU,RARE,,Leftovers,Natural Cure,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Nasty Plot,Giga Drain,Psychic,Hidden Power [Fire],PASS,0,0,0,0,0,0
Celebi,251,Grass,Psychic,UU,RARE,,Psychium Z,Natural Cure,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Stealth Rock,Leaf Storm,Psychic,Hidden Power [Fire],PASS,0,0,0,0,0,0
Celebi,251,Grass,Psychic,UU,RARE,,Leftovers,Natural Cure,168 HP / 172 Def / 168 SpD,Bold,,Stealth Rock,Recover,U-turn,Giga Drain,PASS,0,0,0,0,0,0
Celebi,251,Grass,Psychic,UU,RARE,,Choice Specs,Natural Cure,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Hidden Power [Fire],Earth Power,Leaf Storm,Trick,PASS,0,0,0,0,0,0
Celebi,251,Grass,Psychic,UU,RARE,,Grassium Z,Natural Cure,252 Atk / 4 SpD / 252 Spe,Jolly,,Swords Dance,Zen Headbutt,Seed Bomb,Sucker Punch,PASS,0,0,0,0,0,0
Celebi,251,Grass,Psychic,UU,RARE,,Leftovers,Natural Cure,252 HP / 4 SpA / 252 SpD,Calm,0 Atk,Toxic,Leech Seed,Recover,Protect,PASS,0,0,0,0,0,0
Treecko,252,Grass,,LC,NONE,,Berry Juice,Unburden,116 HP / 156 Atk / 156 Def / 36 Spe,Adamant,,Swords Dance,Bullet Seed,Drain Punch,Acrobatics,PASS,0,0,0,0,0,0
